benchmarkTransposeDynamic-Size-600-cores-1
527940,508203,548646,503661,
benchmarkTransposeDynamic-Size-600-cores-2
275518,275839,284382,272519,
benchmarkTransposeDynamic-Size-600-cores-4
149323,157203,158189,158123,
benchmarkTransposeDynamic-Size-600-cores-8
149471,146141,145702,145481,
benchmarkTransposeDynamic-Size-800-cores-1
1567182,1400974,1209173,1310728,
benchmarkTransposeDynamic-Size-800-cores-2
677654,679679,673633,673150,
benchmarkTransposeDynamic-Size-800-cores-4
368065,435805,495007,408665,
benchmarkTransposeDynamic-Size-800-cores-8
347996,344227,343158,348354,
benchmarkTransposeDynamic-Size-1000-cores-1
2593800,2619497,2899278,2545047,
benchmarkTransposeDynamic-Size-1000-cores-2
1415467,1448739,1594943,1359316,
benchmarkTransposeDynamic-Size-1000-cores-4
744050,753748,850140,772283,
benchmarkTransposeDynamic-Size-1000-cores-8
680118,675864,841842,693834,
benchmarkTransposeDynamic-Size-2000-cores-1
21545777,21910241,20590297,21804811,
benchmarkTransposeDynamic-Size-2000-cores-2
11687655,11280382,11301101,11329282,
benchmarkTransposeDynamic-Size-2000-cores-4
6002512,6476879,6260181,6364711,
benchmarkTransposeDynamic-Size-2000-cores-8
5462797,5697058,5719239,5459144,
benchmarkTransposeDynamic-Size-4000-cores-1
166245531,163740527,163873398,160822766,
benchmarkTransposeDynamic-Size-4000-cores-2
89916907,88849751,92827633,91090507,
benchmarkTransposeDynamic-Size-4000-cores-4
49874024,50641613,50648602,50745291,
benchmarkTransposeDynamic-Size-4000-cores-8
44812802,46044913,45641087,45000430,
benchmarkTransposeDynamic-Size-6000-cores-1
554506658,553117002,553763287,554864784,
benchmarkTransposeDynamic-Size-6000-cores-2
299397512,305399119,301071188,309904494,
benchmarkTransposeDynamic-Size-6000-cores-4
169038933,170179956,171695512,171980681,
benchmarkTransposeDynamic-Size-6000-cores-8
151062834,154751558,153592781,151081923,
